id,userId,sessionId,productId,eventType,metadata,createdAt
aec5efa6-3e9f-4338-874d-8600aca593f0,590e98b2-b8ca-4d34-b3d4-93e0cb33298a,8b4fb92b-1012-445f-b81b-83c0ad84f59f,bb483a44-bc2e-4d87-822d-04071d6bc9d2,VIEW,,2026-08-10
f39988f0-ffe4-4b84-953b-2eb7fb88f967,6b433d22-5aff-409b-8820-e58117461753,d8de3fbe-64bc-430d-84d1-364bfe00d703,aad52f52-1753-4a49-8f30-f0092c001fd6,VIEW,,2026-07-20
6041280d-0232-4839-b935-387fdfc0fe21,3b8818ec-8c56-41ac-867b-b27d90c237a1,786346ee-9922-483c-a448-f60e4a093c71,9732e0d1-d1a6-4ff9-b9b3-0062f61223af,ADD_TO_CART,,2026-05-26
d7816513-4810-4021-9afb-d7bb004a479c,e5de59a9-24b1-4f1f-8387-73d6e37e3e07,fdfc29f1-9f8e-458e-ac88-3ed447af257b,ac526a67-b454-4de3-b20d-9c2d5db7f995,VIEW,,2026-08-12
53c6926d-bb11-4f83-8797-3df1dbf7bade,b0285307-0deb-4030-b422-b9801a14caa0,299c52ae-23b2-4abe-a26b-6c8ea82924aa,2fea9f87-df78-4758-b702-c9a954d733b4,ADD_TO_CART,,2026-08-07
f8106fb2-1c1c-4d88-b563-5f1de72d05e3,8b2692f2-d128-424f-9cb4-de69b2be87cf,e01df3be-8077-446c-ac4d-47ad89515639,e53779f4-b662-46c3-9b20-df936e09f29f,VIEW,,2026-07-20
b9617caf-63d8-4682-bd34-5a524abbaa74,cc93fd01-6c43-4985-ae32-9b8fd3378fa6,5b8280a9-c29b-4157-a140-bedeab182195,eae874c0-8178-4ca9-9289-ae6c2dc8256a,ADD_TO_CART,,2026-07-04
f37239e0-b43c-4b5e-86b6-9f5376324c9b,5aa6d49e-ffe6-49d8-8b8c-58ddb6de12d3,c964d0d9-6707-44a1-9b46-f80c426dd777,520bb482-a82a-44c6-b639-ec6dd8e5c8a1,VIEW,,2026-05-26
001b3dde-dec5-44e7-b2a5-7178e72d3eda,719a1219-8dc1-4a06-aa74-b57afc8e838f,cfd35d3b-4a54-4201-a01c-d34c73b096dc,199d7d14-0053-4311-a835-27e51cb75649,VIEW,,2026-08-10
cc2f74dc-ebc0-452d-b561-f3f84a8a6090,8ada12e5-2198-4743-b1af-bfc4ffab26b8,665d9319-a6e8-44e3-b6b4-0e5ec1486fba,3c434342-21d6-4828-9aa9-06636310f855,VIEW,,2026-07-06
46fb1b06-7aba-4671-b60d-93de98af7427,8ee61775-8520-4d35-8a41-f651b235e27b,99fbff4e-2cf3-4d0a-8b30-ef0153822555,9b8ee665-8d39-4c15-a8a4-dd05406f3a4f,VIEW,,2026-06-07
a10b7b66-5700-4a86-b002-a89428f06f0d,b7ec2818-bb6f-4e2b-b7a1-9e9c6452d5a4,63cefe07-38f4-40a5-bed5-62b0d3a40a36,e54b6e57-24fd-46a2-b162-dd3c9e05f69d,REMOVE_FROM_CART,,2026-05-25
303a8cc5-6e00-415d-b491-599b2cbbda57,02d938fb-bb32-4d45-bc4c-e6231957e957,d6a32c16-03f0-4fe1-a957-4b1901ec9faf,d47c6c4b-1105-4c3d-9b86-c66c41b000f8,SEARCH,,2026-05-27
2badf691-ab3f-4552-95c8-660e643135c5,9d6ca2ca-e10a-4dd2-8f9a-362bf5452429,5e856864-5c4f-4f01-afa7-f4678f34c734,03dfc515-bbac-417d-863d-ee14cf0aa11d,SEARCH,,2026-06-07
bef3875b-a0b0-4025-9763-e67e2dae1f3f,0cf9a267-1d22-452b-883e-5d2652c20c10,6993e530-233e-49a2-b5cf-ae728dfee04f,dccda600-beb6-4680-a92d-786a133ac30d,VIEW,,2026-05-28
8c8737a4-440a-4e2a-9a37-682c9dcea4d6,63fd8b2a-8d64-4e75-9b53-f239892e14eb,e9a83f7e-98f9-413c-abb0-a612801e3f88,a579db85-44df-4313-9e52-ae4d9e2c9455,SEARCH,,2026-07-13
1c5d1c00-c0c4-446c-a24c-99ed82acdc77,dc8f037b-723e-4245-91e6-e4af364896af,2c5ae99f-356f-4d44-9c2a-4ce3802b76c8,5b8df8da-bacb-4653-8288-f536c0b444be,ADD_TO_CART,,2026-05-28
cda0bd53-e158-4a95-87fd-7746f6d3b29a,3753af41-304e-4237-8272-164e008f7dbc,822862af-0080-4df1-8803-3d2b9cfdb0ff,d39a64f4-bcdf-46ca-b36f-102400596313,VIEW,,2026-06-03
6d9b0629-c61e-407c-995c-094b46fc64cb,42f6bf33-22d1-4fbb-8c1d-58cea7602de5,69928ab2-4637-453e-9696-ad58afd98f4b,e53779f4-b662-46c3-9b20-df936e09f29f,VIEW,,2026-06-06
9eb9a385-ede9-4432-81cc-2e69cfdaf14b,74b29f12-1a6d-4ec4-9156-aa3de627f450,91e1a2fe-fb9d-4127-afba-f1b84c1c32df,3a18c9ee-7789-444e-a861-7a357c645238,ADD_TO_CART,,2026-08-03
297268bb-527d-4a4e-942c-1117e2bd1db6,c038a5ee-0e86-4369-90be-ad4a0e448b3a,9475bd04-f234-4403-9a8a-1ad8f8b4ab9c,0060db38-4fa7-4234-a724-05aecf4d76ec,REMOVE_FROM_CART,,2026-07-29
73e483c0-6841-4dd9-a35e-799901dd1475,6f1de1eb-102e-470f-bb92-9cc8464b7c05,cb8698f6-4bd5-4838-8e99-33b64a41d6ce,090f4b59-aa2b-49d0-a78f-47ca45b5a5e6,PURCHASE,,2026-08-11
4997af50-ecc1-445b-b493-4e5bb4b96392,35672502-a9f9-4008-a283-f30311fa75fb,17970fc7-5f5b-4252-8501-8c92de53b3f2,2666a4a6-dce5-4f93-9340-bbde3208f6a6,PURCHASE,,2026-08-14
ac5e6bb6-58a5-421a-b89e-5c55ca2202d2,55065fae-5355-44a4-a5d5-d96d5f1ef1d0,2c490bd2-da79-4519-a4c7-83a6f862fcf9,dccda600-beb6-4680-a92d-786a133ac30d,VIEW,,2026-05-29
497ab4b8-18b1-4099-afe1-6058195f0f4e,9d6ca2ca-e10a-4dd2-8f9a-362bf5452429,e637bf2f-ff7f-4ba7-bd13-19ab2cdf5557,66419dfd-a8f4-49f3-a16e-850fef2c2242,VIEW,,2026-08-09
b9c31e37-7211-447b-b76e-dc4e75c2d4f9,ff52c3d6-2621-4ff3-941d-24c9f4901437,d8d4be99-2ec3-4728-bf4c-aefd68db2975,f62ac818-36d6-4f1a-a9dd-846b5046ff40,VIEW,,2026-07-17
1cf8486d-657d-47e7-b72c-923a3c447774,de9cb3ad-d8f7-4378-bf4c-6613b8f28004,1afc0010-1ab0-4823-92b8-89848bd696a1,d47c6c4b-1105-4c3d-9b86-c66c41b000f8,ADD_TO_CART,,2026-07-04
59a22e13-59b0-4e98-8df9-c03a53a51a32,a9eb02cd-8850-46eb-b1ef-b6de6c42eb95,9f820d62-5b40-4e6a-9758-ca12d1fc78af,14217782-4928-41c6-9d7a-b55eb3ea4de2,VIEW,,2026-08-18
ab024373-f48c-4f1d-bc90-e6e41a5b6e67,15ba85ce-9075-4040-a2af-a60ad01b6aa6,7ef537c4-9de2-458f-85a1-b0ca770a184d,fd0825ef-759e-4376-a9e2-528079b933d5,VIEW,,2026-07-24
4dbbd766-bc6f-4b08-abde-dbc86a0dfaf4,a8f3f7f5-3f50-4c44-82db-13c92fa4575b,3e6f73ce-8a0a-42c9-a23f-e5fc33a08a1e,42c24c1d-ef2d-420a-9fbf-5a76b312c760,VIEW,,2026-08-07
caaaeb91-5f90-4e1e-a9da-d60f65c14392,47705287-6de1-4449-afc5-ce516f71dda8,4eb4ee3c-fe98-4a27-8439-8376112eb082,2866294a-308e-4f33-b312-bb8937ee0ba7,VIEW,,2026-06-01
0af61a96-0287-4db4-bce8-1178fe992ec6,61096de7-a8e4-49c0-ae43-aa22efc024e0,b8aaf65e-1529-418c-9bbf-ff24ebcea9ed,5886affb-c157-4d67-9b8e-71273d373301,VIEW,,2026-07-19
3a3f4d1d-4236-4384-93ed-7668c1499448,0d86b8d6-439e-43ea-9d38-e9533bc78999,e8eef7f5-719f-4d03-ac98-8e1884a617ac,eeab089c-9f01-4593-908b-fb879b04bf6e,SEARCH,,2026-06-09
40868cc5-c30a-4cb0-8941-b3854431b4c1,9fa6b33b-83d8-49b9-8764-5dd0033d2b6a,3322d371-86d5-45cb-8429-96fd3b88f8bb,5a0bced5-14c5-4b16-8a9b-28a51dfb45c3,VIEW,,2026-07-12
5d7d8b48-fa3d-4b7f-a41a-dc57f6123f5a,be0f750e-180a-4195-bf2b-21858fbea780,eb66cb21-b746-4016-b243-9d7417c97d7b,975551b7-f58a-46cd-94c2-cade240ffcee,SEARCH,,2026-07-29
6e83f811-eb53-4afa-a88f-3bb32f312cc2,fd2274ac-15a7-4339-9196-7815fe37daa2,99ccd632-87c1-41c2-8e67-06b20ba77682,e0759a7c-8d03-4e14-8c8d-949eb4d10e77,VIEW,,2026-07-13
5c2b23e0-80aa-4ffc-a20e-e26c66eade6b,764f5d0e-dbbd-4891-9e43-436fd72481ae,cb1467e2-1273-4ae2-8048-eb7f90f0c7d2,aad52f52-1753-4a49-8f30-f0092c001fd6,VIEW,,2026-05-24
d410a861-80b2-44f1-9a74-401b8f63d127,c626fd87-9915-497b-a0bb-ea8678007d34,f1153b27-6a97-49f0-bca1-9b3bd33b4f3a,17b5b7a7-a5ea-4f0a-931b-71e706f6b6b6,ADD_TO_CART,,2026-07-19
